hour,group1,group2,group3,group4,group5
1192,428197,107049,214098,160574,160574
1193,426501,106625,213250,159938,159938
1194,417299,104325,208649,156487,156487
1195,384221,96055,192110,144083,144083
1196,384972,96243,192486,144365,144365
1197,423101,105775,211550,158663,158663
1198,341884,85471,170942,128207,128207
1199,315534,78884,157767,118325,118325
1200,299256,74814,149628,112221,112221
1201,293157,73289,146578,109934,109934
1202,263765,65941,131882,98912,98912
1203,273283,68321,136642,102481,102481
1204,468549,117137,234274,175706,175706
1205,309168,77292,154584,115938,115938
1206,315779,78945,157890,118417,118417
1207,293069,73267,146534,109901,109901
1208,350803,87701,175402,131551,131551
1209,364608,91152,182304,136728,136728
1210,346810,86702,173405,130054,130054
1211,385315,96329,192658,144493,144493
1212,409278,102320,204639,153479,153479
1213,410672,102668,205336,154002,154002
1214,412922,103231,206461,154846,154846
1215,406456,101614,203228,152421,152421
1216,404870,101218,202435,151826,151826
1217,413920,103480,206960,155220,155220
1218,405127,101282,202564,151923,151923
1219,390595,97649,195297,146473,146473
1220,394821,98705,197411,148058,148058
1221,406036,101509,203018,152264,152264
1222,368964,92241,184482,138361,138361
1223,309398,77350,154699,116024,116024
1224,339812,84953,169906,127430,127430
1225,370656,92664,185328,138996,138996
1226,388366,97092,194183,145637,145637
1227,373334,93334,186667,140000,140000
1228,402365,100591,201182,150887,150887
1229,428483,107121,214241,160681,160681
1230,443232,110808,221616,166212,166212
1231,545616,136404,272808,204606,204606
1232,659146,164786,329573,247180,247180
1233,722909,180727,361454,271091,271091
1234,687139,171785,343570,257677,257677
1235,669779,167445,334889,251167,251167
1236,615497,153874,307748,230811,230811
1237,728179,182045,364090,273067,273067
1238,740254,185063,370127,277595,277595
1239,656381,164095,328190,246143,246143
1240,587862,146965,293931,220448,220448
1241,523038,130760,261519,196139,196139
1242,521251,130313,260626,195469,195469
1243,478371,119593,239186,179389,179389
1244,474928,118732,237464,178098,178098
1245,412131,103033,206066,154549,154549
1246,364435,91109,182218,136663,136663
1247,346289,86572,173144,129858,129858
1248,338584,84646,169292,126969,126969
1249,360029,90007,180014,135011,135011
1250,367284,91821,183642,137731,137731
1251,356403,89101,178201,133651,133651
1252,344130,86033,172065,129049,129049
1253,413341,103335,206671,155003,155003
1254,489776,122444,244888,183666,183666
1255,558035,139509,279017,209263,209263
1256,713928,178482,356964,267723,267723
1257,737942,184486,368971,276728,276728
1258,714264,178566,357132,267849,267849
1259,670550,167638,335275,251456,251456
1260,744169,186042,372084,279063,279063
1261,780970,195242,390485,292864,292864
1262,788746,197186,394373,295780,295780
1263,730685,182671,365342,274007,274007
1264,636168,159042,318084,238563,238563
1265,563096,140774,281548,211161,211161
1266,513141,128285,256570,192428,192428
1267,527822,131956,263911,197933,197933
1268,563678,140920,281839,211379,211379
1269,464449,116112,232224,174168,174168
1270,410348,102587,205174,153881,153881
1271,354934,88734,177467,133100,133100
1272,347545,86886,173772,130329,130329
1273,352730,88183,176365,132274,132274
1274,363142,90786,181571,136178,136178
1275,370382,92595,185191,138893,138893
1276,369574,92394,184787,138590,138590
1277,401328,100332,200664,150498,150498
1278,462011,115503,231006,173254,173254
1279,590866,147717,295433,221575,221575
1280,693187,173297,346594,259945,259945
1281,751599,187900,375799,281850,281850
1282,744584,186146,372292,279219,279219
1283,729897,182474,364948,273711,273711
1284,761184,190296,380592,285444,285444
1285,804375,201094,402187,301641,301641
1286,767751,191938,383876,287907,287907
1287,762487,190622,381243,285933,285933
1288,658618,164655,329309,246982,246982
1289,592796,148199,296398,222298,222298
1290,533347,133337,266674,200005,200005
1291,539050,134762,269525,202144,202144
1292,574219,143555,287109,215332,215332
1293,467765,116941,233883,175412,175412
1294,409712,102428,204856,153642,153642
1295,361322,90331,180661,135496,135496
1296,368821,92205,184410,138308,138308
1297,370176,92544,185088,138816,138816
1298,399603,99901,199802,149851,149851
1299,421197,105299,210599,157949,157949
1300,385260,96315,192630,144473,144473
1301,438132,109533,219066,164299,164299
1302,533264,133316,266632,199974,199974
1303,581990,145498,290995,218246,218246
1304,717892,179473,358946,269210,269210
1305,740362,185090,370181,277636,277636
1306,709689,177422,354845,266133,266133
1307,700703,175176,350352,262764,262764
1308,724454,181114,362227,271670,271670
1309,766373,191593,383187,287390,287390
1310,717719,179430,358860,269145,269145
1311,797873,199468,398936,299202,299202
1312,635554,158889,317777,238333,238333
1313,598497,149624,299249,224436,224436
1314,575342,143836,287671,215753,215753
1315,553134,138283,276567,207425,207425
1316,535071,133768,267536,200652,200652
1317,454586,113646,227293,170470,170470
1318,405994,101498,202997,152248,152248
1319,375364,93841,187682,140762,140762
1320,353376,88344,176688,132516,132516
1321,379796,94949,189898,142424,142424
1322,365407,91352,182703,137028,137028
1323,366036,91509,183018,137264,137264
1324,389764,97441,194882,146161,146161
1325,436494,109123,218247,163685,163685
1326,511031,127758,255516,191637,191637
1327,597519,149380,298759,224070,224070
1328,706671,176668,353336,265002,265002
1329,687098,171775,343549,257662,257662
1330,661997,165499,330999,248249,248249
1331,639866,159967,319933,239950,239950
1332,698878,174720,349439,262079,262079
1333,709176,177294,354588,265941,265941
1334,675452,168863,337726,253294,253294
1335,641014,160253,320507,240380,240380
1336,567044,141761,283522,212642,212642
1337,516758,129190,258379,193784,193784
1338,483920,120980,241960,181470,181470
1339,456630,114158,228315,171236,171236
1340,488584,122146,244292,183219,183219
1341,387272,96818,193636,145227,145227
1342,335494,83873,167747,125810,125810
1343,314659,78665,157330,117997,117997
1344,283131,70783,141565,106174,106174
1345,279852,69963,139926,104944,104944
1346,289522,72381,144761,108571,108571
1347,251396,62849,125698,94274,94274
1348,250727,62682,125364,94023,94023
1349,262348,65587,131174,98381,98381
1350,255106,63777,127553,95665,95665
1351,255832,63958,127916,95937,95937
1352,279300,69825,139650,104738,104738
1353,341883,85471,170941,128206,128206
1354,309226,77306,154613,115960,115960
1355,301272,75318,150636,112977,112977
1356,322704,80676,161352,121014,121014
1357,324139,81035,162069,121552,121552
1358,332467,83117,166234,124675,124675
1359,356139,89035,178069,133552,133552
1360,323220,80805,161610,121208,121208
1361,356988,89247,178494,133870,133870
1362,326335,81584,163167,122376,122376
1363,336096,84024,168048,126036,126036
1364,305355,76339,152677,114508,114508
1365,283044,70761,141522,106142,106142
1366,288761,72190,144381,108285,108285
1367,272333,68083,136166,102125,102125
1368,273970,68493,136985,102739,102739
1369,243988,60997,121994,91496,91496
1370,236847,59212,118423,88818,88818
1371,243992,60998,121996,91497,91497
1372,238898,59724,119449,89587,89587
1373,241484,60371,120742,90557,90557
1374,228990,57248,114495,85871,85871
1375,247622,61906,123811,92858,92858
1376,273940,68485,136970,102728,102728
1377,280303,70076,140152,105114,105114
1378,284243,71061,142122,106591,106591
1379,295143,73786,147571,110679,110679
1380,310089,77522,155045,116283,116283
1381,307327,76832,153664,115248,115248
1382,351468,87867,175734,131800,131800
1383,334145,83536,167073,125304,125304
1384,351305,87826,175652,131739,131739
1385,332675,83169,166337,124753,124753
1386,336025,84006,168012,126009,126009
1387,331794,82949,165897,124423,124423
1388,312197,78049,156099,117074,117074
1389,302308,75577,151154,113365,113365
1390,291259,72815,145630,109222,109222
1391,266883,66721,133441,100081,100081
1392,287302,71826,143651,107738,107738
1393,317782,79445,158891,119168,119168
1394,336960,84240,168480,126360,126360
1395,348103,87026,174052,130539,130539
1396,354264,88566,177132,132849,132849
1397,405996,101499,202998,152249,152249
1398,479174,119794,239587,179690,179690
1399,572054,143014,286027,214520,214520
1400,695179,173795,347589,260692,260692
1401,765438,191360,382719,287039,287039
1402,724464,181116,362232,271674,271674
1403,689589,172397,344794,258596,258596
1404,732256,183064,366128,274596,274596
1405,824602,206151,412301,309226,309226
1406,807322,201830,403661,302746,302746
1407,754022,188505,377011,282758,282758
1408,660178,165044,330089,247567,247567
1409,578057,144514,289029,216771,216771
1410,570413,142603,285206,213905,213905
1411,551852,137963,275926,206945,206945
1412,516326,129082,258163,193622,193622
1413,509242,127310,254621,190966,190966
1414,426038,106510,213019,159764,159764
1415,375581,93895,187790,140843,140843
1416,364090,91022,182045,136534,136534
1417,387501,96875,193750,145313,145313
1418,385964,96491,192982,144737,144737
1419,402019,100505,201010,150757,150757
1420,430307,107577,215153,161365,161365
1421,470938,117734,235469,176602,176602
1422,516845,129211,258422,193817,193817
1423,627350,156838,313675,235256,235256
1424,740788,185197,370394,277796,277796
1425,759462,189865,379731,284798,284798
1426,731452,182863,365726,274295,274295
1427,752841,188210,376421,282315,282315
1428,826330,206582,413165,309874,309874
1429,800150,200038,400075,300056,300056
1430,845597,211399,422798,317099,317099
1431,809309,202327,404654,303491,303491
1432,679571,169893,339785,254839,254839
1433,615491,153873,307745,230809,230809
1434,587180,146795,293590,220193,220193
1435,566789,141697,283394,212546,212546
1436,525018,131255,262509,196882,196882
1437,485306,121327,242653,181990,181990
1438,419938,104985,209969,157477,157477
1439,390013,97503,195007,146255,146255
1440,375759,93940,187879,140910,140910
1441,401238,100310,200619,150464,150464
1442,401146,100287,200573,150430,150430
1443,394500,98625,197250,147938,147938
1444,402083,100521,201041,150781,150781
1445,454330,113582,227165,170374,170374
1446,516470,129118,258235,193676,193676
1447,628992,157248,314496,235872,235872
1448,713232,178308,356616,267462,267462
1449,803496,200874,401748,301311,301311
1450,735407,183852,367703,275778,275778
1451,709085,177271,354542,265907,265907
1452,781860,195465,390930,293198,293198
1453,818202,204550,409101,306826,306826
1454,813973,203493,406987,305240,305240
1455,833328,208332,416664,312498,312498
1456,674800,168700,337400,253050,253050
1457,589228,147307,294614,220961,220961
1458,589675,147419,294838,221128,221128
1459,561616,140404,280808,210606,210606
1460,547972,136993,273986,205490,205490
1461,502389,125597,251195,188396,188396
1462,429924,107481,214962,161222,161222
1463,409204,102301,204602,153451,153451
1464,412467,103117,206234,154675,154675
1465,389251,97313,194626,145969,145969
1466,411436,102859,205718,154288,154288
1467,426122,106530,213061,159796,159796
1468,425951,106488,212976,159732,159732
1469,484164,121041,242082,181562,181562
1470,552009,138002,276004,207003,207003
1471,642696,160674,321348,241011,241011
1472,719219,179805,359610,269707,269707
1473,778378,194594,389189,291892,291892
1474,724378,181094,362189,271642,271642
1475,725501,181375,362750,272063,272063
1476,784944,196236,392472,294354,294354
1477,815347,203837,407673,305755,305755
1478,682083,170521,341041,255781,255781
1479,772675,193169,386338,289753,289753
1480,650583,162646,325292,243969,243969
1481,577523,144381,288762,216571,216571
1482,542615,135654,271307,203481,203481
1483,578707,144677,289354,217015,217015
1484,629251,157313,314626,235969,235969
1485,524707,131177,262354,196765,196765
1486,419461,104865,209730,157298,157298
1487,389488,97372,194744,146058,146058
1488,400033,100008,200016,150012,150012
1489,409938,102484,204969,153727,153727
1490,412821,103205,206411,154808,154808
1491,391390,97848,195695,146771,146771
1492,358130,89533,179065,134299,134299
1493,385447,96362,192723,144543,144543
1494,461117,115279,230558,172919,172919
1495,547910,136978,273955,205466,205466
1496,649917,162479,324959,243719,243719
1497,700963,175241,350482,262861,262861
1498,645971,161493,322986,242239,242239
1499,628408,157102,314204,235653,235653
1500,708518,177130,354259,265694,265694
1501,742219,185555,371110,278332,278332
1502,695428,173857,347714,260786,260786
1503,667793,166948,333896,250422,250422
1504,597638,149410,298819,224114,224114
1505,542840,135710,271420,203565,203565
1506,507304,126826,253652,190239,190239
1507,482026,120506,241013,180760,180760
1508,468838,117209,234419,175814,175814
1509,410135,102534,205067,153801,153801
1510,368323,92081,184162,138121,138121
1511,352914,88229,176457,132343,132343
1512,305422,76356,152711,114533,114533
1513,292537,73134,146269,109701,109701
1514,277160,69290,138580,103935,103935
1515,267235,66809,133618,100213,100213
1516,268814,67204,134407,100805,100805
1517,265160,66290,132580,99435,99435
1518,278559,69640,139279,104460,104460
1519,271974,67993,135987,101990,101990
1520,325069,81267,162534,121901,121901
1521,318389,79597,159195,119396,119396
1522,319855,79964,159927,119946,119946
1523,321255,80314,160627,120471,120471
1524,360979,90245,180490,135367,135367
1525,361780,90445,180890,135667,135667
1526,350177,87544,175089,131316,131316
1527,342054,85513,171027,128270,128270
1528,337910,84477,168955,126716,126716
1529,319853,79963,159926,119945,119945
1530,323158,80790,161579,121184,121184
1531,343773,85943,171886,128915,128915
1532,299810,74953,149905,112429,112429
1533,286898,71724,143449,107587,107587
1534,309573,77393,154786,116090,116090
1535,261695,65424,130847,98136,98136
1536,258424,64606,129212,96909,96909
1537,264120,66030,132060,99045,99045
1538,239829,59957,119914,89936,89936
1539,235360,58840,117680,88260,88260
1540,231131,57783,115565,86674,86674
1541,262207,65552,131103,98328,98328
1542,258854,64714,129427,97070,97070
1543,261262,65315,130631,97973,97973
1544,277538,69385,138769,104077,104077
1545,304408,76102,152204,114153,114153
1546,302659,75665,151330,113497,113497
1547,315870,78968,157935,118451,118451
1548,334731,83683,167366,125524,125524
1549,350116,87529,175058,131294,131294
1550,342573,85643,171287,128465,128465
1551,335324,83831,167662,125746,125746
1552,348272,87068,174136,130602,130602
1553,348636,87159,174318,130739,130739
1554,338515,84629,169258,126943,126943
1555,341992,85498,170996,128247,128247
1556,346386,86597,173193,129895,129895
1557,333781,83445,166890,125168,125168
1558,301072,75268,150536,112902,112902
1559,291491,72873,145745,109309,109309
1560,332494,83124,166247,124685,124685
1561,341744,85436,170872,128154,128154
1562,359384,89846,179692,134769,134769
1563,354998,88749,177499,133124,133124
1564,378192,94548,189096,141822,141822
1565,420077,105019,210038,157529,157529
1566,539132,134783,269566,202175,202175
1567,640658,160165,320329,240247,240247
1568,722996,180749,361498,271123,271123
1569,819086,204772,409543,307157,307157
1570,755114,188779,377557,283168,283168
1571,731026,182756,365513,274135,274135
1572,805069,201267,402535,301901,301901
1573,838260,209565,419130,314347,314347
1574,866780,216695,433390,325043,325043
1575,768874,192218,384437,288328,288328
1576,668477,167119,334238,250679,250679
1577,613872,153468,306936,230202,230202
1578,601263,150316,300631,225474,225474
1579,578370,144593,289185,216889,216889
1580,559458,139864,279729,209797,209797
1581,523124,130781,261562,196171,196171
1582,453378,113345,226689,170017,170017
1583,412220,103055,206110,154583,154583
1584,416369,104092,208184,156138,156138
1585,403979,100995,201990,151492,151492
1586,413978,103495,206989,155242,155242
1587,416488,104122,208244,156183,156183
1588,440492,110123,220246,165185,165185
1589,489638,122410,244819,183614,183614
1590,546386,136597,273193,204895,204895
1591,663466,165866,331733,248800,248800
1592,731462,182866,365731,274298,274298
1593,809011,202253,404505,303379,303379
1594,753655,188414,376827,282621,282621
1595,732348,183087,366174,274631,274631
1596,787023,196756,393512,295134,295134
1597,791193,197798,395597,296697,296697
1598,808605,202151,404303,303227,303227
1599,783228,195807,391614,293710,293710
1600,693010,173252,346505,259879,259879
1601,599857,149964,299928,224946,224946
1602,593809,148452,296905,222678,222678
1603,611708,152927,305854,229390,229390
1604,586820,146705,293410,220058,220058
1605,511638,127910,255819,191864,191864
1606,454104,113526,227052,170289,170289
1607,403347,100837,201674,151255,151255
1608,383639,95910,191820,143865,143865
1609,406941,101735,203471,152603,152603
1610,419904,104976,209952,157464,157464
1611,394302,98575,197151,147863,147863
1612,430920,107730,215460,161595,161595
1613,465440,116360,232720,174540,174540
1614,513738,128434,256869,192652,192652
1615,611300,152825,305650,229237,229237
1616,747634,186909,373817,280363,280363
1617,817441,204360,408720,306540,306540
1618,734593,183648,367296,275472,275472
1619,738410,184603,369205,276904,276904
1620,784809,196202,392405,294303,294303
1621,834943,208736,417472,313104,313104
1622,754674,188669,377337,283003,283003
1623,729088,182272,364544,273408,273408
1624,686189,171547,343094,257321,257321
1625,593173,148293,296586,222440,222440
1626,561164,140291,280582,210436,210436
1627,550109,137527,275055,206291,206291
1628,524099,131025,262049,196537,196537
1629,487584,121896,243792,182844,182844
1630,437952,109488,218976,164232,164232
1631,566000,141500,283000,212250,212250
1632,592868,148217,296434,222326,222326
1633,612510,153128,306255,229691,229691
1634,621954,155489,310977,233233,233233
1635,582191,145548,291095,218322,218322
1636,564278,141069,282139,211604,211604
1637,558922,139730,279461,209596,209596
1638,627010,156753,313505,235129,235129
1639,710732,177683,355366,266524,266524
1640,793578,198395,396789,297592,297592
1641,859939,214985,429970,322477,322477
1642,818255,204564,409127,306846,306846
1643,831346,207837,415673,311755,311755
1644,876697,219174,438348,328761,328761
1645,903682,225921,451841,338881,338881
1646,879413,219853,439707,329780,329780
1647,849231,212308,424616,318462,318462
1648,817864,204466,408932,306699,306699
1649,705705,176426,352853,264639,264639
1650,706315,176579,353158,264868,264868
1651,715034,178759,357517,268138,268138
1652,712627,178157,356314,267235,267235
1653,671246,167811,335623,251717,251717
1654,602396,150599,301198,225898,225898
1655,509843,127461,254922,191191,191191
1656,607209,151802,303605,227703,227703
1657,570979,142745,285490,214117,214117
1658,548731,137183,274365,205774,205774
1659,528641,132160,264320,198240,198240
1660,508637,127159,254319,190739,190739
1661,537037,134259,268519,201389,201389
1662,608162,152040,304081,228061,228061
1663,679142,169785,339571,254678,254678
1664,736134,184034,368067,276050,276050
1665,793732,198433,396866,297650,297650
1666,769225,192306,384612,288459,288459
1667,706207,176552,353104,264828,264828
1668,763841,190960,381921,286440,286440
1669,792358,198090,396179,297134,297134
1670,810166,202542,405083,303812,303812
1671,751003,187751,375502,281626,281626
1672,684862,171216,342431,256823,256823
1673,610979,152745,305489,229117,229117
1674,602124,150531,301062,225797,225797
1675,596480,149120,298240,223680,223680
1676,538071,134518,269036,201777,201777
1677,554740,138685,277370,208028,208028
1678,500299,125075,250149,187612,187612
1679,471910,117978,235955,176966,176966
1680,462113,115528,231056,173292,173292
1681,426949,106737,213474,160106,160106
1682,433987,108497,216994,162745,162745
1683,406151,101538,203075,152307,152307
1684,390054,97514,195027,146270,146270
1685,401895,100474,200947,150711,150711
1686,362965,90741,181483,136112,136112
1687,364692,91173,182346,136759,136759
1688,379914,94979,189957,142468,142468
1689,393759,98440,196880,147660,147660
1690,353819,88455,176910,132682,132682
1691,362964,90741,181482,136112,136112
1692,374798,93699,187399,140549,140549
1693,404610,101153,202305,151729,151729
1694,432977,108244,216489,162366,162366
1695,446173,111543,223086,167315,167315
1696,429544,107386,214772,161079,161079
1697,453789,113447,226895,170171,170171
1698,438806,109701,219403,164552,164552
1699,436922,109231,218461,163846,163846
1700,453130,113283,226565,169924,169924
1701,412776,103194,206388,154791,154791
1702,456762,114190,228381,171286,171286
1703,436838,109210,218419,163814,163814
1704,528834,132209,264417,198313,198313
1705,515016,128754,257508,193131,193131
1706,463968,115992,231984,173988,173988
1707,439376,109844,219688,164766,164766
1708,412947,103237,206473,154855,154855
1709,385066,96267,192533,144400,144400
1710,358008,89502,179004,134253,134253
1711,354326,88582,177163,132872,132872
1712,337720,84430,168860,126645,126645
1713,365701,91425,182851,137138,137138
1714,392645,98161,196322,147242,147242
1715,401668,100417,200834,150625,150625
1716,448799,112200,224400,168300,168300
1717,459976,114994,229988,172491,172491
1718,476269,119067,238135,178601,178601
1719,478164,119541,239082,179312,179312
1720,504317,126079,252158,189119,189119
1721,519426,129856,259713,194785,194785
1722,516479,129120,258239,193680,193680
1723,515395,128849,257697,193273,193273
1724,539422,134856,269711,202283,202283
1725,507688,126922,253844,190383,190383
1726,458793,114698,229396,172047,172047
1727,428182,107046,214091,160568,160568
1728,477792,119448,238896,179172,179172
1729,470488,117622,235244,176433,176433
1730,512271,128068,256136,192102,192102
1731,508044,127011,254022,190517,190517
1732,540696,135174,270348,202761,202761
1733,512611,128153,256306,192229,192229
1734,590334,147583,295167,221375,221375
1735,649863,162466,324932,243699,243699
1736,762143,190536,381072,285804,285804
1737,812298,203075,406149,304612,304612
1738,783826,195957,391913,293935,293935
1739,811031,202758,405516,304137,304137
1740,808291,202073,404146,303109,303109
1741,882829,220707,441415,331061,331061
1742,872883,218221,436441,327331,327331
1743,866765,216691,433382,325037,325037
1744,775384,193846,387692,290769,290769
1745,720597,180149,360299,270224,270224
1746,691944,172986,345972,259479,259479
1747,713951,178488,356975,267732,267732
1748,681269,170317,340635,255476,255476
1749,633274,158319,316637,237478,237478
1750,587260,146815,293630,220223,220223
1751,545270,136318,272635,204476,204476
1752,567971,141993,283985,212989,212989
1753,528595,132149,264298,198223,198223
1754,545728,136432,272864,204648,204648
1755,557918,139480,278959,209219,209219
1756,550105,137526,275052,206289,206289
1757,561052,140263,280526,210395,210395
1758,616455,154114,308227,231171,231171
1759,741399,185350,370700,278025,278025
1760,875876,218969,437938,328454,328454
1761,876857,219214,438428,328821,328821
1762,887251,221813,443625,332719,332719
1763,918173,229543,459086,344315,344315
1764,886215,221554,443107,332331,332331
1765,987058,246765,493529,370147,370147
1766,512448,128112,256224,192168,192168
1767,919389,229847,459694,344771,344771
1768,808678,202169,404339,303254,303254
1769,744595,186149,372298,279223,279223
1770,778026,194507,389013,291760,291760
1771,704432,176108,352216,264162,264162
1772,695261,173815,347630,260723,260723
1773,634163,158541,317082,237811,237811
1774,586397,146599,293198,219899,219899
1775,576802,144201,288401,216301,216301
1776,577420,144355,288710,216533,216533
1777,576979,144245,288490,216367,216367
1778,576990,144247,288495,216371,216371
1779,541382,135346,270691,203018,203018
1780,571882,142970,285941,214456,214456
1781,615634,153908,307817,230863,230863
1782,633874,158468,316937,237703,237703
1783,772330,193082,386165,289624,289624
1784,861622,215406,430811,323108,323108
1785,881890,220473,440945,330709,330709
1786,838858,209714,419429,314572,314572
1787,837392,209348,418696,314022,314022
1788,877509,219377,438755,329066,329066
1789,895754,223939,447877,335908,335908
1790,938650,234662,469325,351994,351994
1791,922061,230515,461030,345773,345773
1792,847670,211918,423835,317876,317876
1793,782778,195695,391389,293542,293542
1794,724116,181029,362058,271544,271544
1795,716942,179236,358471,268853,268853
1796,744059,186015,372029,279022,279022
1797,710566,177641,355283,266462,266462
1798,647350,161838,323675,242756,242756
1799,622638,155660,311319,233489,233489
1800,635126,158782,317563,238172,238172
1801,626889,156722,313444,235083,235083
1802,612956,153239,306478,229859,229859
1803,644456,161114,322228,241671,241671
1804,588327,147082,294163,220623,220623
1805,631152,157788,315576,236682,236682
1806,679730,169933,339865,254899,254899
1807,745289,186322,372645,279483,279483
1808,893103,223276,446552,334914,334914
1809,898233,224558,449117,336837,336837
1810,886445,221611,443223,332417,332417
1811,855741,213935,427871,320903,320903
1812,949170,237293,474585,355939,355939
1813,951060,237765,475530,356648,356648
1814,941235,235309,470617,352963,352963
1815,902916,225729,451458,338594,338594
1816,715439,178860,357720,268290,268290
1817,752842,188210,376421,282316,282316
1818,707098,176774,353549,265162,265162
1819,695051,173763,347526,260644,260644
1820,689762,172441,344881,258661,258661
1821,652596,163149,326298,244723,244723
1822,576720,144180,288360,216270,216270
1823,558574,139644,279287,209465,209465
1824,609253,152313,304627,228470,228470
1825,563803,140951,281902,211426,211426
1826,562615,140654,281307,210981,210981
1827,542908,135727,271454,203591,203591
1828,551635,137909,275818,206863,206863
1829,596195,149049,298098,223573,223573
1830,662340,165585,331170,248378,248378
1831,762826,190706,381413,286060,286060
1832,811284,202821,405642,304232,304232
1833,826173,206543,413086,309815,309815
1834,834470,208617,417235,312926,312926
1835,836785,209196,418392,313794,313794
1836,865896,216474,432948,324711,324711
1837,955794,238948,477897,358423,358423
1838,1016869,254217,508435,381326,381326
1839,937958,234490,468979,351734,351734
1840,841514,210378,420757,315568,315568
1841,825268,206317,412634,309476,309476
1842,801040,200260,400520,300390,300390
1843,759978,189994,379989,284992,284992
1844,767311,191828,383655,287742,287742
1845,716066,179017,358033,268525,268525
1846,681284,170321,340642,255482,255482
1847,661059,165265,330530,247897,247897
1848,665916,166479,332958,249718,249718
1849,618844,154711,309422,232066,232066
1850,606528,151632,303264,227448,227448
1851,568536,142134,284268,213201,213201
1852,530954,132738,265477,199108,199108
1853,482180,120545,241090,180817,180817
1854,423906,105977,211953,158965,158965
1855,441264,110316,220632,165474,165474
1856,449273,112318,224636,168477,168477
1857,450628,112657,225314,168985,168985
1858,435953,108988,217977,163482,163482
1859,463632,115908,231816,173862,173862
1860,488271,122068,244135,183102,183102
1861,511120,127780,255560,191670,191670
1862,538960,134740,269480,202110,202110
1863,511434,127858,255717,191788,191788
1864,590527,147632,295264,221448,221448
1865,582532,145633,291266,218450,218450
1866,604008,151002,302004,226503,226503
1867,597202,149301,298601,223951,223951
1868,579076,144769,289538,217154,217154
1869,559845,139961,279922,209942,209942
1870,539902,134976,269951,202463,202463
1871,543913,135978,271956,203967,203967
1872,554678,138670,277339,208004,208004
1873,577109,144277,288555,216416,216416
1874,570278,142569,285139,213854,213854
1875,507626,126907,253813,190360,190360
1876,464395,116099,232197,174148,174148
1877,448832,112208,224416,168312,168312
1878,406253,101563,203126,152345,152345
1879,404631,101158,202315,151737,151737
1880,400894,100224,200447,150335,150335
1881,393628,98407,196814,147610,147610
1882,418716,104679,209358,157018,157018
1883,438962,109740,219481,164611,164611
1884,475257,118814,237629,178221,178221
1885,494972,123743,247486,185615,185615
1886,541366,135341,270683,203012,203012
1887,523508,130877,261754,196316,196316
1888,560640,140160,280320,210240,210240
1889,610713,152678,305356,229017,229017
1890,620614,155153,310307,232730,232730
1891,611962,152991,305981,229486,229486
1892,620700,155175,310350,232762,232762
1893,616982,154246,308491,231368,231368
1894,590573,147643,295286,221465,221465
1895,568563,142141,284282,213211,213211
1896,571056,142764,285528,214146,214146
1897,597291,149323,298646,223984,223984
1898,604962,151241,302481,226861,226861
1899,604691,151173,302346,226759,226759
1900,576440,144110,288220,216165,216165
1901,575936,143984,287968,215976,215976
1902,599878,149969,299939,224954,224954
1903,733347,183337,366673,275005,275005
1904,868997,217249,434498,325874,325874
1905,876728,219182,438364,328773,328773
1906,868168,217042,434084,325563,325563
1907,901964,225491,450982,338236,338236
1908,940985,235246,470492,352869,352869
1909,1002921,250730,501460,376095,376095
1910,965602,241401,482801,362101,362101
1911,825815,206454,412907,309681,309681
1912,815225,203806,407612,305709,305709
1913,778813,194703,389406,292055,292055
1914,768956,192239,384478,288359,288359
1915,772336,193084,386168,289626,289626
1916,711406,177852,355703,266777,266777
1917,685788,171447,342894,257171,257171
1918,619605,154901,309802,232352,232352
1919,648650,162162,324325,243244,243244
1920,628657,157164,314329,235746,235746
1921,617102,154276,308551,231413,231413
1922,585957,146489,292978,219734,219734
1923,620910,155228,310455,232841,232841
1924,632245,158061,316122,237092,237092
1925,632553,158138,316276,237207,237207
1926,779341,194835,389670,292253,292253
1927,841710,210428,420855,315641,315641
1928,870235,217559,435117,326338,326338
1929,844436,211109,422218,316663,316663
1930,826400,206600,413200,309900,309900
1931,889751,222438,444875,333657,333657
1932,917482,229371,458741,344056,344056
1933,875015,218754,437508,328131,328131
1934,914774,228694,457387,343040,343040
1935,749536,187384,374768,281076,281076
1936,715839,178960,357919,268440,268440
1937,690418,172605,345209,258907,258907
1938,699905,174976,349953,262464,262464
1939,669063,167266,334532,250899,250899
1940,667812,166953,333906,250430,250430
1941,609217,152304,304608,228456,228456
1942,565693,141423,282846,212135,212135
1943,570308,142577,285154,213866,213866
1944,542514,135628,271257,203443,203443
1945,563910,140978,281955,211466,211466
1946,560144,140036,280072,210054,210054
1947,559782,139946,279891,209918,209918
1948,557377,139344,278688,209016,209016
1949,627550,156888,313775,235331,235331
1950,724674,181168,362337,271753,271753
1951,863022,215756,431511,323633,323633
1952,871417,217854,435708,326781,326781
1953,839756,209939,419878,314909,314909
1954,810864,202716,405432,304074,304074
1955,863574,215893,431787,323840,323840
1956,923888,230972,461944,346458,346458
1957,927647,231912,463823,347868,347868
1958,865246,216311,432623,324467,324467
1959,773868,193467,386934,290201,290201
1960,737306,184327,368653,276490,276490
1961,713864,178466,356932,267699,267699
1962,681868,170467,340934,255701,255701
1963,667193,166798,333597,250197,250197
1964,625071,156268,312535,234402,234402
1965,577412,144353,288706,216530,216530
1966,548680,137170,274340,205755,205755
1967,514034,128509,257017,192763,192763
