hour,group1,group2,group3,group4,group5
1968,495701,123925,247851,185888,185888
1969,510639,127660,255320,191490,191490
1970,479343,119836,239671,179754,179754
1971,517452,129363,258726,194044,194044
1972,498728,124682,249364,187023,187023
1973,560902,140226,280451,210338,210338
1974,660505,165126,330253,247689,247689
1975,797265,199316,398633,298974,298974
1976,860874,215218,430437,322828,322828
1977,863813,215953,431906,323930,323930
1978,819634,204909,409817,307363,307363
1979,829034,207258,414517,310888,310888
1980,866096,216524,433048,324786,324786
1981,919461,229865,459730,344798,344798
1982,828113,207028,414057,310542,310542
1983,834425,208606,417213,312909,312909
1984,611844,152961,305922,229442,229442
1985,631123,157781,315561,236671,236671
1986,609664,152416,304832,228624,228624
1987,590122,147531,295061,221296,221296
1988,544942,136235,272471,204353,204353
1989,485921,121480,242960,182220,182220
1990,498124,124531,249062,186797,186797
1991,460684,115171,230342,172757,172757
1992,403382,100845,201691,151268,151268
1993,414860,103715,207430,155573,155573
1994,396902,99225,198451,148838,148838
1995,402401,100600,201201,150900,150900
1996,443266,110817,221633,166225,166225
1997,487555,121889,243778,182833,182833
1998,562658,140665,281329,210997,210997
1999,685491,171373,342745,257059,257059
2000,761290,190322,380645,285484,285484
2001,762087,190522,381043,285783,285783
2002,750785,187696,375393,281544,281544
2003,850264,212566,425132,318849,318849
2004,846925,211731,423462,317597,317597
2005,818171,204543,409085,306814,306814
2006,874834,218709,437417,328063,328063
2007,750052,187513,375026,281269,281269
2008,612916,153229,306458,229844,229844
2009,736551,184138,368275,276207,276207
2010,727308,181827,363654,272741,272741
2011,707650,176912,353825,265369,265369
2012,536774,134194,268387,201290,201290
2013,508592,127148,254296,190722,190722
2014,508557,127139,254278,190709,190709
2015,482292,120573,241146,180859,180859
2016,441880,110470,220940,165705,165705
2017,438570,109643,219285,164464,164464
2018,409252,102313,204626,153470,153470
2019,375852,93963,187926,140944,140944
2020,358399,89600,179199,134400,134400
2021,353942,88485,176971,132728,132728
2022,340790,85197,170395,127796,127796
2023,343269,85817,171634,128726,128726
2024,391202,97801,195601,146701,146701
2025,409361,102340,204681,153510,153510
2026,452608,113152,226304,169728,169728
2027,469608,117402,234804,176103,176103
2028,520436,130109,260218,195163,195163
2029,542853,135713,271426,203570,203570
2030,562486,140622,281243,210932,210932
2031,585497,146374,292749,219561,219561
2032,618193,154548,309097,231822,231822
2033,634716,158679,317358,238019,238019
2034,661077,165269,330539,247904,247904
2035,663432,165858,331716,248787,248787
2036,657498,164375,328749,246562,246562
2037,618639,154660,309319,231990,231990
2038,647230,161807,323615,242711,242711
2039,667523,166881,333762,250321,250321
2040,204196,51049,102098,76573,76573
2041,197683,49421,98842,74131,74131
2042,178847,44712,89424,67068,67068
2043,193361,48340,96681,72510,72510
2044,187846,46962,93923,70442,70442
2045,228097,57024,114048,85536,85536
2046,208053,52013,104027,78020,78020
2047,223763,55941,111881,83911,83911
2048,262716,65679,131358,98518,98518
2049,254630,63658,127315,95486,95486
2050,271136,67784,135568,101676,101676
2051,310952,77738,155476,116607,116607
2052,303107,75777,151553,113665,113665
2053,291790,72948,145895,109421,109421
2054,296760,74190,148380,111285,111285
2055,294850,73712,147425,110569,110569
2056,317683,79421,158842,119131,119131
2057,299582,74895,149791,112343,112343
2058,312419,78105,156209,117157,117157
2059,292583,73146,146291,109719,109719
2060,298242,74561,149121,111841,111841
2061,266173,66543,133087,99815,99815
2062,243216,60804,121608,91206,91206
2063,256507,64127,128253,96190,96190
2064,273699,68425,136850,102637,102637
2065,271224,67806,135612,101709,101709
2066,317240,79310,158620,118965,118965
2067,320528,80132,160264,120198,120198
2068,367140,91785,183570,137678,137678
2069,450728,112682,225364,169023,169023
2070,569766,142442,284883,213662,213662
2071,696406,174101,348203,261152,261152
2072,700920,175230,350460,262845,262845
2073,701954,175488,350977,263233,263233
2074,660324,165081,330162,247622,247622
2075,783620,195905,391810,293857,293857
2076,774610,193653,387305,290479,290479
2077,751193,187798,375596,281697,281697
2078,738519,184630,369259,276945,276945
2079,647641,161910,323820,242865,242865
2080,592231,148058,296115,222087,222087
2081,588880,147220,294440,220830,220830
2082,543978,135995,271989,203992,203992
2083,511502,127876,255751,191813,191813
2084,463075,115769,231538,173653,173653
2085,399840,99960,199920,149940,149940
2086,336860,84215,168430,126322,126322
2087,355892,88973,177946,133460,133460
2088,349930,87483,174965,131224,131224
2089,340022,85006,170011,127508,127508
2090,374068,93517,187034,140275,140275
2091,381456,95364,190728,143046,143046
2092,432748,108187,216374,162281,162281
2093,500784,125196,250392,187794,187794
2094,641488,160372,320744,240558,240558
2095,771632,192908,385816,289362,289362
2096,812553,203138,406277,304707,304707
2097,763289,190822,381644,286233,286233
2098,759667,189917,379833,284875,284875
2099,746086,186521,373043,279782,279782
2100,792764,198191,396382,297287,297287
2101,859881,214970,429941,322455,322455
2102,739394,184849,369697,277273,277273
2103,691671,172918,345835,259377,259377
2104,640475,160119,320237,240178,240178
2105,587127,146782,293564,220173,220173
2106,563064,140766,281532,211149,211149
2107,556194,139048,278097,208573,208573
2108,513544,128386,256772,192579,192579
2109,443845,110961,221922,166442,166442
2110,396772,99193,198386,148789,148789
2111,397106,99277,198553,148915,148915
2112,376627,94157,188314,141235,141235
2113,370954,92739,185477,139108,139108
2114,373348,93337,186674,140006,140006
2115,409703,102426,204851,153639,153639
2116,450772,112693,225386,169040,169040
2117,516141,129035,258070,193553,193553
2118,652688,163172,326344,244758,244758
2119,769956,192489,384978,288733,288733
2120,785800,196450,392900,294675,294675
2121,753692,188423,376846,282635,282635
2122,756870,189217,378435,283826,283826
2123,819094,204774,409547,307160,307160
2124,890833,222708,445417,334062,334062
2125,899650,224913,449825,337369,337369
2126,872778,218195,436389,327292,327292
2127,713491,178373,356746,267559,267559
2128,593513,148378,296756,222567,222567
2129,613180,153295,306590,229943,229943
2130,624223,156056,312112,234084,234084
2131,552430,138107,276215,207161,207161
2132,479576,119894,239788,179841,179841
2133,474214,118554,237107,177830,177830
2134,395621,98905,197810,148358,148358
2135,422066,105516,211033,158275,158275
2136,437314,109328,218657,163993,163993
2137,412304,103076,206152,154614,154614
2138,415410,103852,207705,155779,155779
2139,446085,111521,223043,167282,167282
2140,506320,126580,253160,189870,189870
2141,565724,141431,282862,212147,212147
2142,683776,170944,341888,256416,256416
2143,797437,199359,398718,299039,299039
2144,801150,200288,400575,300431,300431
2145,768138,192035,384069,288052,288052
2146,824162,206041,412081,309061,309061
2147,821146,205286,410573,307930,307930
2148,765476,191369,382738,287053,287053
2149,863255,215814,431628,323721,323721
2150,803384,200846,401692,301269,301269
2151,674174,168543,337087,252815,252815
2152,603149,150787,301574,226181,226181
2153,613094,153274,306547,229910,229910
2154,617279,154320,308640,231480,231480
2155,573233,143308,286616,214962,214962
2156,511486,127871,255743,191807,191807
2157,504808,126202,252404,189303,189303
2158,416255,104064,208127,156096,156096
2159,416908,104227,208454,156341,156341
2160,406598,101650,203299,152474,152474
2161,411541,102885,205771,154328,154328
2162,401874,100468,200937,150703,150703
2163,423371,105843,211686,158764,158764
2164,477534,119384,238767,179075,179075
2165,561058,140265,280529,210397,210397
2166,641562,160390,320781,240586,240586
2167,765380,191345,382690,287017,287017
2168,788008,197002,394004,295503,295503
2169,735909,183977,367955,275966,275966
2170,764986,191246,382493,286870,286870
2171,755937,188984,377969,283476,283476
2172,803458,200864,401729,301297,301297
2173,824684,206171,412342,309257,309257
2174,718753,179688,359377,269532,269532
2175,657716,164429,328858,246644,246644
2176,561692,140423,280846,210634,210634
2177,574799,143700,287400,215550,215550
2178,534905,133726,267453,200589,200589
2179,539291,134823,269645,202234,202234
2180,465643,116411,232821,174616,174616
2181,384106,96027,192053,144040,144040
2182,361951,90488,180975,135732,135732
2183,331771,82943,165885,124414,124414
2184,355973,88993,177986,133490,133490
2185,321667,80417,160834,120625,120625
2186,308100,77025,154050,115538,115538
2187,338286,84572,169143,126857,126857
2188,297211,74303,148606,111454,111454
2189,311318,77830,155659,116744,116744
2190,347652,86913,173826,130370,130370
2191,351965,87991,175983,131987,131987
2192,355998,89000,177999,133499,133499
2193,371026,92757,185513,139135,139135
2194,368066,92016,184033,138025,138025
2195,358667,89667,179333,134500,134500
2196,356568,89142,178284,133713,133713
2197,379955,94989,189978,142483,142483
2198,409486,102372,204743,153557,153557
2199,408057,102014,204029,153021,153021
2200,362206,90551,181103,135827,135827
2201,352548,88137,176274,132206,132206
2202,336514,84128,168257,126193,126193
2203,363227,90807,181613,136210,136210
2204,322041,80510,161020,120765,120765
2205,321652,80413,160826,120620,120620
2206,283374,70844,141687,106265,106265
2207,278892,69723,139446,104585,104585
2208,294824,73706,147412,110559,110559
2209,284358,71089,142179,106634,106634
2210,271605,67901,135802,101852,101852
2211,277176,69294,138588,103941,103941
2212,273560,68390,136780,102585,102585
2213,289526,72382,144763,108572,108572
2214,301554,75388,150777,113083,113083
2215,332160,83040,166080,124560,124560
2216,324743,81186,162372,121779,121779
2217,359657,89914,179828,134871,134871
2218,332189,83047,166095,124571,124571
2219,373630,93408,186815,140111,140111
2220,315895,78974,157947,118461,118461
2221,271037,67759,135518,101639,101639
2222,302915,75729,151457,113593,113593
2223,292995,73249,146497,109873,109873
2224,328059,82015,164030,123022,123022
2225,278192,69548,139096,104322,104322
2226,276995,69249,138498,103873,103873
2227,286659,71665,143329,107497,107497
2228,304443,76111,152222,114166,114166
2229,284515,71129,142258,106693,106693
2230,255586,63896,127793,95845,95845
2231,289958,72490,144979,108734,108734
2232,311129,77782,155565,116673,116673
2233,350188,87547,175094,131320,131320
2234,302230,75558,151115,113336,113336
2235,352944,88236,176472,132354,132354
2236,394722,98680,197361,148021,148021
2237,538259,134565,269130,201847,201847
2238,621802,155451,310901,233176,233176
2239,759664,189916,379832,284874,284874
2240,781556,195389,390778,293083,293083
2241,797098,199274,398549,298912,298912
2242,763036,190759,381518,286139,286139
2243,845547,211387,422773,317080,317080
2244,880378,220094,440189,330142,330142
2245,826674,206668,413337,310003,310003
2246,741732,185433,370866,278150,278150
2247,725500,181375,362750,272062,272062
2248,628618,157155,314309,235732,235732
2249,624062,156015,312031,234023,234023
2250,627924,156981,313962,235472,235472
2251,581611,145403,290805,218104,218104
2252,527714,131929,263857,197893,197893
2253,449282,112321,224641,168481,168481
2254,434559,108640,217279,162960,162960
2255,417861,104465,208931,156698,156698
2256,434663,108666,217331,162999,162999
2257,448068,112017,224034,168026,168026
2258,457014,114253,228507,171380,171380
2259,468715,117179,234357,175768,175768
2260,515334,128834,257667,193250,193250
2261,579884,144971,289942,217457,217457
2262,687917,171979,343958,257969,257969
2263,805898,201475,402949,302212,302212
2264,850124,212531,425062,318797,318797
2265,794404,198601,397202,297902,297902
2266,786948,196737,393474,295106,295106
2267,833091,208273,416545,312409,312409
2268,858702,214676,429351,322013,322013
2269,865469,216367,432734,324551,324551
2270,840535,210134,420267,315201,315201
2271,749774,187443,374887,281165,281165
2272,666731,166683,333365,250024,250024
2273,660079,165020,330040,247530,247530
2274,667445,166861,333722,250292,250292
2275,586486,146621,293243,219932,219932
2276,535593,133898,267797,200847,200847
2277,443366,110841,221683,166262,166262
2278,415498,103874,207749,155812,155812
2279,416709,104177,208354,156266,156266
2280,457812,114453,228906,171680,171680
2281,415103,103776,207552,155664,155664
2282,424480,106120,212240,159180,159180
2283,458055,114514,229027,171771,171771
2284,482592,120648,241296,180972,180972
2285,593559,148390,296779,222585,222585
2286,698855,174714,349427,262071,262071
2287,733171,183293,366585,274939,274939
2288,881734,220433,440867,330650,330650
2289,803784,200946,401892,301419,301419
2290,843482,210871,421741,316306,316306
2291,835476,208869,417738,313304,313304
2292,912914,228229,456457,342343,342343
2293,922717,230679,461358,346019,346019
2294,830680,207670,415340,311505,311505
2295,760250,190063,380125,285094,285094
2296,687275,171819,343638,257728,257728
2297,697032,174258,348516,261387,261387
2298,645988,161497,322994,242246,242246
2299,601742,150435,300871,225653,225653
2300,535195,133799,267598,200698,200698
2301,629263,157316,314631,235974,235974
2302,401832,100458,200916,150687,150687
2303,414826,103706,207413,155560,155560
2304,452481,113120,226241,169680,169680
2305,454331,113583,227165,170374,170374
2306,405905,101476,202953,152214,152214
2307,447296,111824,223648,167736,167736
2308,501723,125431,250861,188146,188146
2309,606116,151529,303058,227293,227293
2310,657290,164323,328645,246484,246484
2311,794880,198720,397440,298080,298080
2312,854928,213732,427464,320598,320598
2313,742149,185537,371074,278306,278306
2314,823651,205913,411826,308869,308869
2315,818988,204747,409494,307120,307120
2316,928654,232164,464327,348245,348245
2317,883625,220906,441813,331359,331359
2318,829762,207441,414881,311161,311161
2319,723561,180890,361780,271335,271335
2320,667354,166838,333677,250258,250258
2321,727339,181835,363670,272752,272752
2322,676279,169070,338139,253605,253605
2323,555014,138753,277507,208130,208130
2324,525745,131436,262873,197154,197154
2325,452133,113033,226067,169550,169550
2326,447807,111952,223904,167928,167928
